日期,縣市,住宅部門售電量(度),住宅部門用電佔比(%),服務業部門售電量(度),服務業部門用電佔比(%) ,機關用電售電量(度),機關用電用電佔比(%),農林漁牧售電量(度),農林漁牧用電佔比(%),合計售電量(度),縣市用電佔比(%)
2018年08月,新竹縣,137142764,0.5782,85631417,0.361,12209661,0.0515,2216643,0.0093,237200485,2.444126533
2018年08月,苗栗縣,102108069,0.585,56819498,0.3255,12458341,0.0714,3171273,0.0182,174557181,1.798646565
2018年08月,彰化縣,243201282,0.5278,145267792,0.3153,23845415,0.0518,48446441,0.1051,460760930,4.747705361
2018年08月,南投縣,90183251,0.541,53336373,0.32,12015155,0.0721,11155842,0.0669,166690621,1.717589108
2018年08月,雲林縣,131156439,0.5291,59804287,0.2412,14578805,0.0588,42367077,0.1709,247906608,2.554442999
2018年08月,嘉義縣,83075363,0.5252,37006153,0.2339,12201339,0.0771,25909147,0.1638,158192002,1.630018882
2018年08月,屏東縣,146019386,0.4803,75025457,0.2468,18847322,0.062,64095766,0.2108,303987931,3.132307962
2018年08月,台東縣,41918203,0.5143,29156851,0.3577,7450132,0.0914,2978033,0.0365,81503219,0.839813544
2018年08月,花蓮縣,68907367,0.5085,48896762,0.3609,14066862,0.1038,3631533,0.0268,135502524,1.396225282
2018年08月,基隆市,80506268,0.615,42431966,0.3241,7966092,0.0609,5566,0,130909892,1.348902556
2018年08月,新竹市,105481795,0.4618,101035984,0.4423,20972093,0.0918,918688,0.004,228408560,2.353534065
2018年08月,嘉義市,52816711,0.4998,45590194,0.4315,6665839,0.0631,594408,0.0056,105667152,1.088800007
2018年08月,澎湖縣,16677738,0.4948,11672873,0.3463,4805326,0.1426,548398,0.0163,33704335,0.347291277
2018年08月,金門縣,9790036,0.4286,8210916,0.3595,4612255,0.2019,227586,0.01,22840793,0.235352757
2018年08月,連江縣,1688550,0.3437,2135160,0.4347,1060059,0.2158,28394,0.0058,4912163,0.050615191
2018年08月,合計,4945510220,0.5096,3832330588,0.3949,627652352,0.0647,299425216,0.0309,9704918376,100
2018年07月,新北市,844939905,0.558470785,606176693,0.400658048,59871413,0.03957256,1964731,0.001298607,1512952742,0.159328665
2018年07月,台北市,558995080,0.367356304,818413475,0.537838989,142326729,0.09353324,1934753,0.001271467,1521670037,0.160246682
2018年07月,桃園市,393672689,0.47996391,369584918,0.450596212,53208162,0.064871143,3747336,0.004568735,820213105,0.086376432
2018年07月,台中市,584552582,0.478176242,558294096,0.456696251,64264814,0.052569962,15351130,0.012557546,1222462622,0.128737225
2018年07月,台南市,379572002,0.537405142,247519974,0.35044341,40931700,0.057951867,38281442,0.054199582,706305118,0.074380811
2018年07月,高雄市,629571304,0.550569137,408901472,0.357590203,83589385,0.073100116,21429659,0.018740544,1143491820,0.12042083
2018年07月,宜蘭縣,82049417,0.488553363,65115419,0.387721914,12822229,0.076348417,7956548,0.047376306,167943613,0.017686099
2018年07月,新竹縣,106397638,0.538921777,76730736,0.388653972,12195642,0.06177296,2102851,0.010651291,197426867,0.020790973
2018年07月,苗栗縣,106434637,0.587528051,58830113,0.324747118,12423678,0.068579736,3468262,0.019145095,181156690,0.019077565
2018年07月,彰化縣,227875380,0.526338642,136296719,0.31481343,23256852,0.053717869,45515473,0.105130059,432944424,0.045593266
2018年07月,南投縣,70536850,0.499308098,48950625,0.346506024,10983377,0.077747859,10798337,0.076438019,141269189,0.014877022
2018年07月,雲林縣,134386098,0.525849501,64048181,0.250618959,15165850,0.059343599,41959870,0.164187941,255559999,0.026912958
2018年07月,嘉義縣,90778028,0.541206442,38156765,0.227485521,13428164,0.080056915,25369762,0.151251122,167732719,0.01766389
2018年07月,屏東縣,163399980,0.504258708,77484956,0.239121595,19601675,0.060491533,63553366,0.196128165,324039977,0.034124567
2018年07月,台東縣,34629933,0.470660762,28361680,0.385467968,7299999,0.099215413,3285656,0.044655858,73577268,0.007748403
2018年07月,花蓮縣,56104368,0.456926074,48831589,0.397694993,14441959,0.117618429,3408616,0.027760504,122786532,0.012930618
2018年07月,基隆市,59880759,0.546244029,41888981,0.382119501,7846978,0.071581673,6007,5.48E-05,109622725,0.011544341
2018年07月,新竹市,104559757,0.474999539,93343035,0.424043627,21384155,0.097145059,839071,0.003811776,220126018,0.023181415
2018年07月,嘉義市,52310985,0.487140206,48027426,0.447250041,6447364,0.060040357,598063,0.005569395,107383838,0.011308564
2018年07月,澎湖縣,18140439,0.484243979,14401965,0.384448515,4405741,0.117607603,513217,0.013699902,37461362,0.003945046
2018年07月,金門縣,11562269,0.45502527,9409785,0.370315719,4239969,0.16686111,198146,0.007797902,25410169,0.002675938
2018年07月,連江縣,1371171,0.321821343,1870715,0.439067055,992711,0.232994708,26062,0.006116894,4260659,0.000448689
2018年07月,合計,4711721271,0.496190159,3860639318,0.406562937,631128546,0.066463985,292308358,0.030782918,9495797493,1
2018年06月,新北市,670167686,0.53738537,509515406,0.408563604,65545812,0.052559025,1860658,0.001492,1247089562,0.149247712
2018年06月,台北市,435470803,0.335526752,717355940,0.552716984,143187007,0.110324438,1858328,0.001431827,1297872078,0.155325202
2018年06月,桃園市,395932624,0.497716871,339810283,0.427166898,56427761,0.070933909,3327028,0.004182323,795497696,0.095202634
2018年06月,台中市,494373093,0.459287154,498395621,0.463024201,68559381,0.063693683,15064067,0.013994962,1076392162,0.12881919
2018年06月,台南市,341346856,0.513675593,241844676,0.363939803,45147856,0.067940722,36178959,0.054443883,664518347,0.079527442
2018年06月,高雄市,435485396,0.464831192,389587197,0.415840078,90288229,0.096372428,21507021,0.022956302,936867843,0.112121364
2018年06月,宜蘭縣,70287824,0.48663633,54084239,0.374451137,12933578,0.089545366,7130398,0.049367167,144436039,0.017285646
2018年06月,新竹縣,100718762,0.527845788,75352014,0.394904012,12793903,0.067050147,1946282,0.010200053,190810961,0.022835649
2018年06月,苗栗縣,76960492,0.536606356,50728765,0.35370587,12748902,0.088891608,2982602,0.020796166,143420761,0.017164141
2018年06月,彰化縣,199038979,0.496807008,132051998,0.329605579,24940891,0.06225318,44604548,0.111334233,400636416,0.047946892
2018年06月,南投縣,78514315,0.514701853,49793180,0.326419991,12345557,0.080931497,11890240,0.077946659,152543292,0.018255896
2018年06月,雲林縣,122678363,0.520678838,55288384,0.234658263,15465598,0.065640015,42180002,0.179022885,235612347,0.028197336
2018年06月,嘉義縣,79013716,0.514873297,34164800,0.222626451,13283299,0.086557326,27000632,0.175942926,153462447,0.018365898
2018年06月,屏東縣,134729415,0.457975561,72417590,0.246163664,20562598,0.069896892,66475123,0.225963883,294184726,0.035207092
2018年06月,台東縣,33375266,0.48552304,24683842,0.359085498,7632497,0.111032917,3049244,0.044358544,68740849,0.008226686
2018年06月,花蓮縣,53584471,0.466578833,43227887,0.376400414,14893227,0.129680565,3139897,0.027340187,114845482,0.013744342
2018年06月,基隆市,57771138,0.561935529,37083555,0.36070896,7943643,0.07726722,9077,8.83E-05,102807413,0.012303664
2018年06月,新竹市,76675526,0.406120113,88629175,0.469433891,22652827,0.119983118,842592,0.004462879,188800120,0.022594998
2018年06月,嘉義市,45166161,0.469243551,43310866,0.449968386,7132350,0.074099927,643754,0.006688136,96253131,0.011519269
2018年06月,澎湖縣,13250630,0.46174578,10314138,0.359417605,4656848,0.162277561,475192,0.016559054,28696808,0.003434343
2018年06月,金門縣,7120370,0.384925272,6866684,0.371211075,4313634,0.233193884,197370,0.010669769,18498058,0.002213789
2018年06月,連江縣,1241136,0.322331461,1676490,0.435395855,912715,0.237038293,20155,0.005234391,3850496,0.000460815
2018年06月,合計,3922903022,0.469480557,3476182730,0.416018493,664368113,0.079509463,292383169,0.034991488,8355837034,1
2018年05月,新北市,581563363,0.505008399,502834539,0.436643161,65462723,0.056845439,1730843,0.001503001,1151591468,0.149322951
2018年05月,台北市,379257469,0.307204628,707276528,0.572905323,146176108,0.11840499,1833370,0.001485059,1234543475,0.160079056
2018年05月,桃園市,295162178,0.441058098,313906586,0.469067693,57203962,0.085479349,2941101,0.00439486,669213827,0.086774682
2018年05月,台中市,422014990,0.424103569,488781151,0.491200161,70183020,0.07053036,14096147,0.01416591,995075308,0.129028033
2018年05月,台南市,281932479,0.482428254,223092296,0.381743981,47036785,0.08048691,32341357,0.055340855,584402917,0.07577754
2018年05月,高雄市,463142057,0.487010434,373613111,0.392867546,92749590,0.097529511,21485250,0.022592509,950990008,0.123311642
2018年05月,宜蘭縣,60417884,0.452838722,53773821,0.403040735,13100322,0.098188362,6128286,0.045932181,133420313,0.017300158
2018年05月,新竹縣,77834951,0.496443574,64279424,0.409984289,12980753,0.082793287,1689963,0.01077885,156785091,0.02032979
2018年05月,苗栗縣,74789997,0.534890844,50097447,0.358292108,12631546,0.090339598,2303925,0.016477449,139822915,0.018130362
2018年05月,彰化縣,173683192,0.48936047,118071531,0.332672029,24932228,0.070247712,38231770,0.10771979,354918721,0.046021104
2018年05月,南投縣,58736420,0.470154255,44085151,0.352878526,11641809,0.093186579,10466724,0.083780639,124930104,0.016199262
2018年05月,雲林縣,105603172,0.493335965,55683985,0.260133403,15998473,0.074738495,36773712,0.171792138,214059342,0.027756347
2018年05月,嘉義縣,71146139,0.500067342,33663367,0.236610879,14511255,0.101995763,22952355,0.161326016,142273116,0.018448071
2018年05月,屏東縣,128962559,0.452163366,70224594,0.246218663,21589437,0.07569602,64435722,0.225921951,285212312,0.036982511
2018年05月,台東縣,26793179,0.445164471,23254059,0.386362547,7472570,0.12415558,2667338,0.044317403,60187146,0.007804263
2018年05月,花蓮縣,42877980,0.42072374,41320018,0.405436835,15024243,0.147419624,2692569,0.026419801,101914810,0.013214947
2018年05月,基隆市,44888458,0.509244512,35168492,0.398974755,8081813,0.09168546,8398,9.53E-05,88147161,0.011429743
2018年05月,新竹市,71961679,0.395119261,86357264,0.474160954,23070784,0.12667452,736750,0.004045266,182126477,0.023615721
2018年05月,嘉義市,38536539,0.433643302,42470922,0.477916059,7289659,0.082028949,569787,0.006411689,88866907,0.01152307
2018年05月,澎湖縣,13420817,0.45128746,11685185,0.392925219,4230423,0.14225191,402529,0.013535412,29738954,0.003856149
2018年05月,金門縣,8656773,0.423787005,7578006,0.370976629,3998250,0.195731873,194150,0.009504494,20427179,0.002648723
2018年05月,連江縣,1116080,0.324571217,1458760,0.424227214,846091,0.24605475,17698,0.005146819,3438629,0.000445875
2018年05月,合計,3422498355,0.443783728,3348676237,0.434211465,676211844,0.087682091,264699744,0.034322716,7712086180,1
2018年04月,新北市,598314033,0.560053395,415392738,0.388829445,53019338,0.049628888,1589945,0.001488272,1068316054,0.150871146
2018年04月,台北市,371906331,0.347462997,583318503,0.544980224,113589772,0.106124148,1533413,0.00143263,1070348019,0.151158107
2018年04月,桃園市,379308973,0.539585724,273711400,0.389367968,47281704,0.067260556,2661245,0.003785752,702963322,0.099274818
2018年04月,台中市,429929554,0.471504205,412094231,0.451944187,57343893,0.062889109,12457815,0.013662499,911825493,0.128771029
2018年04月,台南市,278981569,0.510608714,197382053,0.361260411,40007313,0.073223771,29999625,0.054907104,546370560,0.077160268
2018年04月,高雄市,346932469,0.448697423,327317762,0.423329176,77926037,0.100783914,21022889,0.027189488,773199157,0.109193756
2018年04月,宜蘭縣,68047804,0.52664023,44470387,0.344168268,11512192,0.089095946,5180794,0.040095556,129211177,0.018247632
2018年04月,新竹縣,92294985,0.557399934,60470535,0.365201557,11318649,0.068357064,1497094,0.009041446,165581263,0.023383937
2018年04月,苗栗縣,68104743,0.557137827,41190136,0.336960127,10855702,0.088806182,2089805,0.017095864,122240386,0.017263194
2018年04月,彰化縣,177105382,0.517370047,109044283,0.318546197,22123081,0.064627169,34045838,0.099456587,342318584,0.048343369
2018年04月,南投縣,74208565,0.544186986,41948392,0.307616365,10777786,0.079035767,9431188,0.069160882,136365931,0.01925805
2018年04月,雲林縣,102086051,0.527723195,44717040,0.231160075,13479730,0.069682059,33163387,0.171434671,193446208,0.027319117
2018年04月,嘉義縣,65963834,0.525403152,28745786,0.228960715,11314992,0.09012412,19524376,0.155512014,125548988,0.017730446
2018年04月,屏東縣,112561697,0.444339709,59966306,0.236718277,18523377,0.073121427,62272135,0.245820586,253323515,0.035775189
2018年04月,台東縣,31204433,0.515607843,20471526,0.338262175,6348198,0.104894733,2495545,0.041235249,60519702,0.008546794
2018年04月,花蓮縣,50458133,0.497663602,35796221,0.353054606,12658011,0.124844717,2477676,0.024437075,101390041,0.014318639
2018年04月,基隆市,57729214,0.609190699,30480174,0.321643709,6545834,0.069075273,8559,9.03E-05,94763781,0.013382856
2018年04月,新竹市,66599504,0.416900645,74207561,0.464525682,18221089,0.114060665,720949,0.004513008,159749103,0.0225603
2018年04月,嘉義市,38423368,0.482086111,34957098,0.438595894,5832734,0.073181509,489092,0.006136486,79702292,0.011255823
2018年04月,澎湖縣,11897742,0.499206195,7627666,0.320042082,3918352,0.164406456,389562,0.016345267,23833322,0.003365821
2018年04月,金門縣,7302017,0.442552332,5541862,0.335874862,3447480,0.208940942,208423,0.012631864,16499782,0.002330154
2018年04月,連江縣,1275191,0.367856786,1357528,0.391608698,817194,0.235737516,16629,0.004796999,3466542,0.000489557
2018年04月,合計,3430635592,0.484485768,2850209188,0.402516021,556862458,0.078641968,243275984,0.034356244,7080983222,1
2018年03月,新北市,611169861,0.560518691,425868785,0.390574584,51835330,0.047539437,1490842,0.001367287,1090364818,0.154673384
2018年03月,台北市,394718715,0.360414011,585044439,0.53419867,113969613,0.1040646,1448617,0.001322719,1095181384,0.155356637
2018年03月,桃園市,329451947,0.516274909,259383070,0.406471936,46910511,0.073512147,2387260,0.003741008,638132788,0.090522141
2018年03月,台中市,429665158,0.476491354,404879997,0.449005032,55269467,0.061292899,11912459,0.013210714,901727081,0.127914233
2018年03月,台南市,273684890,0.523878293,181705422,0.347814328,38563946,0.073817792,28466491,0.054489587,522420749,0.074107843
2018年03月,高雄市,429234199,0.514067294,310648011,0.372043939,75487627,0.090406869,19606837,0.023481898,834976674,0.118445373
2018年03月,宜蘭縣,66433500,0.513017752,46472452,0.358873051,11686943,0.090249787,4902624,0.03785941,129495519,0.018369549
2018年03月,新竹縣,84969814,0.559434193,54290894,0.357446734,11255814,0.074107344,1368749,0.00901173,151885271,0.021545641
2018年03月,苗栗縣,78367871,0.589170113,41914820,0.315115862,10837778,0.081478478,1893527,0.014235547,133013996,0.018868662
2018年03月,彰化縣,175891740,0.534203579,98895357,0.300356649,22675340,0.068867633,31797319,0.096572139,329259756,0.046707047
2018年03月,南投縣,62185363,0.523441882,38056110,0.320335218,9963039,0.083863334,8596381,0.072359566,118800893,0.016852466
2018年03月,雲林縣,98674742,0.520486708,45622694,0.240649282,13259388,0.069940241,32024851,0.168923769,189581675,0.026893053
2018年03月,嘉義縣,69882607,0.542322691,28786954,0.223400629,11610284,0.090101396,18578136,0.144175284,128857981,0.018279111
2018年03月,屏東縣,120464833,0.462071121,59102311,0.226700776,18437414,0.070721026,62701700,0.240507077,260706258,0.03698241
2018年03月,台東縣,27039692,0.484409478,19939239,0.357206597,6353780,0.113826417,2487196,0.044557509,55819907,0.007918317
2018年03月,花蓮縣,43535986,0.461702764,35483645,0.376307016,12973169,0.13758154,2301602,0.024408681,94294402,0.013376105
2018年03月,基隆市,50656049,0.582032392,29892794,0.343464892,6476341,0.074412441,7857,9.03E-05,87033041,0.012346047
2018年03月,新竹市,76429753,0.477209317,65575507,0.40943797,17482043,0.109153745,672506,0.004198969,160159809,0.022719423
2018年03月,嘉義市,38353225,0.483978889,34570241,0.436241459,5865508,0.074016775,456683,0.005762877,79245657,0.01124137
2018年03月,澎湖縣,13538826,0.52381209,8467676,0.327611202,3450250,0.133488876,389971,0.015087831,25846723,0.003666479
2018年03月,金門縣,9729622,0.503300471,6211920,0.321334401,3212439,0.166175218,177656,0.00918991,19331637,0.002742284
2018年03月,連江縣,1174001,0.352516754,1325918,0.398132804,815516,0.244874624,14906,0.004475818,3330341,0.000472425
2018年03月,合計,3485252394,0.494399465,2782138256,0.394659413,548391540,0.077791922,233684170,0.0331492,7049466360,1
2018年02月,新北市,562015724,0.579927446,364456776,0.376072196,41236333,0.042550556,1405024,0.001449803,969113857,0.155130029
2018年02月,台北市,353473996,0.382568291,483166870,0.522936131,86076125,0.093161014,1233070,0.001334563,923950061,0.147900475
2018年02月,桃園市,360411847,0.568222963,234547885,0.369786663,37087299,0.058471593,2231889,0.003518782,634278920,0.101531628
2018年02月,台中市,397365753,0.491288492,356377933,0.440612649,44827736,0.055423374,10252232,0.012675485,808823654,0.129471719
2018年02月,台南市,258665126,0.542513687,162064584,0.33990765,30795505,0.064589236,25264831,0.052989426,476790046,0.076321738
2018年02月,高雄市,315329359,0.476491011,270104698,0.408152482,58599557,0.088549199,17740379,0.026807308,661773993,0.105932877
2018年02月,宜蘭縣,65721093,0.556845734,38237651,0.32398233,10087896,0.085473348,3977238,0.033698588,118023878,0.018892566
2018年02月,新竹縣,86808837,0.579634687,52129105,0.348073289,9627989,0.064287423,1198807,0.008004601,149764738,0.023973456
2018年02月,苗栗縣,63183047,0.574639711,35522240,0.323069094,9597966,0.087291966,1649202,0.014999229,109952455,0.01760054
2018年02月,彰化縣,162087399,0.528803271,95557079,0.311750921,20325141,0.066309911,28547772,0.093135896,306517391,0.049065496
2018年02月,南投縣,69626907,0.568956208,36165979,0.295530265,9421977,0.076991677,7161703,0.05852185,122376566,0.019589319
2018年02月,雲林縣,86151491,0.532191881,37818574,0.23362031,11271488,0.069628446,26638953,0.164559363,161880506,0.025912876
2018年02月,嘉義縣,58510943,0.543927681,24146782,0.224472594,9105165,0.084643163,15808291,0.146956563,107571181,0.01721936
2018年02月,屏東縣,101961501,0.457966174,50140464,0.22520889,15293522,0.068691768,55244321,0.248133169,222639808,0.035638867
2018年02月,台東縣,28540844,0.535261051,17368856,0.325739215,5276718,0.09896069,2134936,0.040039043,53321354,0.008535368
2018年02月,花蓮縣,47309443,0.528812949,29686034,0.331822955,10558864,0.118024302,1909132,0.021339793,89463473,0.014320785
2018年02月,基隆市,54481030,0.636873497,25864972,0.302356897,5191697,0.060690009,6809,7.96E-05,85544508,0.01369346
2018年02月,新竹市,63920441,0.461158058,61213065,0.441625523,12935749,0.093325778,539276,0.003890641,138608531,0.022187636
2018年02月,嘉義市,35688333,0.517134282,28012202,0.405904921,4904954,0.071074204,406244,0.005886593,69011733,0.011046991
2018年02月,澎湖縣,10702444,0.536235049,5608796,0.281023007,3322297,0.166460305,324957,0.016281639,19958494,0.003194838
2018年02月,金門縣,6729624,0.465085633,4638521,0.320569095,2960813,0.204622366,140687,0.009722906,14469645,0.002316215
2018年02月,連江縣,1227978,0.375301079,1218653,0.372451124,811148,0.247907308,14202,0.00434049,3271981,0.000523759
2018年02月,合計,3189913160,0.510622481,2414047719,0.386426518,439315939,0.070323104,203829955,0.032627897,6247106773,1
2018年01月,新北市,574041064,0.53683892,442526232,0.41384723,51174476,0.047857988,1556751,0.001455862,1069298523,0.155539575
